symbol,MACD_Bullish,RSI_Oversold_Reversal,Volume_Surge,sector,undervalued,ema_bullish,bb_squeeze,rs_vs_proxy,avg_dollar_vol,passes_liquidity,drop_rebound_5%_success_rate,drop_rebound_10%_success_rate,events_10,drop_rebound_15%_success_rate,drop_rebound_20%_success_rate,events_20,drop_rebound_25%_success_rate,drop_rebound_30%_success_rate,events_25,events_30,q_demand_date,q_demand_proximal,q_demand_distal,q_demand_width,q_demand_delta,q_demand_distance,q_demand_distance_pct,q_demand_near,q_supply_date,q_supply_proximal,q_supply_distal,q_supply_width,q_supply_delta,q_supply_distance,q_supply_distance_pct,q_supply_near,score,label
BABA,False,False,False,ChinaStock,False,True,False,True,28921510.903470002,True,65.52,53.85,39,50.0,63.64,11,60.0,50.0,5,2,2025-03-31,130.0,78.71,51.290000000000006,41.91,41.91,32.238461538461536,False,,,,,,,,,2,⚠️ WEAK
JD,False,False,False,ChinaStock,False,True,False,False,5644535.7164549995,True,71.67,68.09,47,69.7,71.43,21,58.33,66.67,12,3,2024-03-31,26.44,19.66,6.780000000000001,8.059999999999999,8.059999999999999,30.484114977307105,False,2023-03-31,40.83,62.42,21.590000000000003,-6.329999999999998,6.329999999999998,15.503306392358557,False,1,⚠️ WEAK
PDD,False,False,False,ChinaStock,False,True,False,False,7306909.009029999,True,68.85,61.36,44,60.0,50.0,16,50.0,50.0,12,8,2025-06-30,118.78,87.11,31.67,11.210000000000008,11.210000000000008,9.437615760229,False,,,,,,,,,1,⚠️ WEAK
NIO,False,False,False,ChinaStock,False,True,False,False,5336553.75057,True,85.25,84.48,58,80.85,75.61,41,75.0,78.95,28,19,2024-06-30,4.63,3.61,1.02,2.41,2.41,52.051835853131756,False,2023-09-30,9.04,16.18,7.140000000000001,-1.9999999999999991,1.9999999999999991,22.123893805309727,False,2,⚠️ WEAK
XPEV,True,False,False,ChinaStock,False,True,True,False,1167368.308245,False,86.36,85.96,57,80.39,80.0,35,90.48,78.57,21,14,2023-06-30,13.42,7.5,5.92,9.37,9.37,69.82116244411326,False,,,,,,,,,4,⚠️ WEAK
LI,False,False,True,ChinaStock,True,True,False,False,985905.948565,False,76.27,72.22,54,70.0,67.86,28,52.94,44.44,17,9,2022-12-31,23.28,12.51,10.770000000000001,1.0799999999999983,1.0799999999999983,4.639175257731951,False,2024-03-31,30.28,46.44,16.159999999999997,-5.920000000000002,5.920000000000002,19.55085865257596,False,4,⚠️ WEAK
TCEHY,False,False,False,ChinaStock,False,True,False,False,1232293.6755899999,False,61.22,59.26,27,66.67,100.0,1,0.0,0.0,0,0,2025-03-31,63.2816,46.351,16.9306,20.108400000000003,20.108400000000003,31.776061287957326,False,,,,,,,,,1,⚠️ WEAK
BIDU,False,False,False,ChinaStock,False,True,False,True,6817113.537895,True,67.74,60.0,45,63.33,57.14,14,66.67,100.0,6,2,2022-12-31,117.2,73.58,43.620000000000005,14.14,14.14,12.064846416382252,False,2023-09-30,134.35,156.98,22.629999999999995,-3.009999999999991,3.009999999999991,2.2404168217342693,True,2,⚠️ WEAK
KWEB,False,False,False,ChinaETF,False,True,False,False,7387014.8432950005,True,58.93,50.0,38,50.0,71.43,7,100.0,0.0,1,0,2025-03-31,34.91,27.27,7.639999999999997,6.160000000000004,6.160000000000004,17.64537381839016,False,,,,,,,,,1,⚠️ WEAK
CQQQ,False,False,True,ChinaETF,False,True,False,False,714569.0627250001,False,57.69,61.29,31,58.82,83.33,6,100.0,0.0,1,0,2025-06-30,44.25,35.62,8.630000000000003,12.850000000000001,12.850000000000001,29.039548022598872,False,,,,,,,,,2,⚠️ WEAK
FXI,False,False,False,ChinaETF,False,True,False,False,9116358.2613,True,56.0,40.0,25,50.0,100.0,1,0.0,0.0,0,0,2025-03-31,35.34,28.23,7.110000000000003,4.989999999999995,4.989999999999995,14.119977362761727,False,,,,,,,,,1,⚠️ WEAK
MCHI,False,False,False,ChinaETF,False,True,False,False,1676122.22958,False,51.11,37.5,24,75.0,50.0,2,0.0,0.0,0,0,2025-03-31,53.87,43.27,10.599999999999994,10.449999999999996,10.449999999999996,19.398552069797653,False,,,,,,,,,1,⚠️ WEAK
ASHR,False,False,False,ChinaETF,False,True,True,False,2092181.813375,False,18.6,33.33,12,50.0,66.67,3,100.0,0.0,2,0,2024-09-30,28.27,22.19,6.079999999999998,3.849999999999998,3.849999999999998,13.618677042801549,False,,,,,,,,,2,⚠️ WEAK
NAIL,False,True,False,HomebuildersBull,False,True,False,False,1023274.786795,False,93.33,90.2,51,87.5,83.87,31,76.0,66.67,25,15,2025-06-30,62.59,39.66,22.930000000000007,10.239999999999995,10.239999999999995,16.360440965010376,False,2024-12-31,83.38,175.88,92.5,-10.549999999999997,10.549999999999997,12.652914367953944,False,3,⚠️ WEAK
USD,False,False,False,SemiconductorsBull,False,True,False,False,297240.31503,False,92.31,87.76,49,87.5,85.0,20,80.0,80.0,15,10,2025-06-30,73.97,25.06,48.91,20.430000000000007,20.430000000000007,27.619305123698805,False,,,,,,,,,1,⚠️ WEAK
TECL,False,False,False,TechnologyBull,False,True,False,False,900353.4976499999,False,92.73,87.5,40,77.78,73.68,19,78.57,75.0,14,8,2024-09-30,96.98,54.47,42.510000000000005,23.36999999999999,23.36999999999999,24.097752113837895,False,,,,,,,,,1,⚠️ WEAK
TQQQ,False,False,False,TechnologyBull,False,True,False,False,46868220.746195,True,87.5,78.79,33,73.08,64.71,17,80.0,85.71,10,7,2025-06-30,82.92,34.87,48.050000000000004,18.33,18.33,22.105643994211285,False,,,,,,,,,1,⚠️ WEAK
SSO,False,False,False,SP500Bull,False,True,False,False,1403600.580385,False,63.64,68.75,16,71.43,50.0,2,100.0,100.0,1,1,2025-06-30,97.56,60.61,36.95,13.149999999999991,13.149999999999991,13.47888478884788,False,,,,,,,,,1,⚠️ WEAK
SOXL,True,False,False,SemiconductorsBull,False,True,False,True,18441122.546245,True,89.71,88.52,61,85.11,83.78,37,84.38,75.0,32,20,2023-12-31,30.94,13.77,17.17,3.080000000000002,3.080000000000002,9.954751131221725,False,2024-09-30,36.34,69.35,33.00999999999999,-2.3200000000000003,2.3200000000000003,6.384149697303247,False,4,⚠️ WEAK
NVDL,True,False,False,SingleStock_NVDA_Bull,False,True,True,False,8395740.77582,True,91.07,89.19,37,89.66,100.0,23,93.75,81.82,16,11,2025-06-30,70.42,23.12,47.3,15.149999999999991,15.149999999999991,21.513774495881837,False,,,,,,,,,3,⚠️ WEAK
NVDU,True,False,False,SingleStock_NVDA_Bull,False,True,True,False,540254.55428,False,92.31,92.86,28,95.83,100.0,19,92.86,81.82,14,11,2025-06-30,98.61,32.26,66.35,21.189999999999998,21.189999999999998,21.488692830341748,False,,,,,,,,,3,⚠️ WEAK
CONL,False,False,False,SingleStock_COIN_Bull,False,True,False,False,1318602.315585,False,87.69,90.16,61,88.33,88.14,59,87.04,86.54,54,52,2023-03-31,10.16,3.79,6.37,22.16,22.16,218.11023622047244,False,2024-03-31,33.94,87.37,53.43000000000001,-1.6199999999999974,1.6199999999999974,4.773129051266935,False,3,⚠️ WEAK
SH,True,False,False,SP500Bear,True,True,False,False,1402514.592185,False,7.32,0.0,6,0.0,0.0,0,0.0,0.0,0,0,,,,,,,,,2025-06-30,39.24,50.29,11.049999999999997,-2.0500000000000043,2.0500000000000043,5.224260958205923,False,3,⚠️ WEAK
QID,False,False,False,NasdaqBear,True,True,False,False,2654026.437065,False,57.38,49.06,53,41.46,37.5,24,12.5,50.0,8,4,,,,,,,,,2025-06-30,25.03,49.36,24.33,-3.1900000000000013,3.1900000000000013,12.744706352377152,False,2,⚠️ WEAK
CONI,True,False,False,SingleStock_COIN_Bear,True,True,False,False,110152.068075,False,88.89,88.24,17,93.33,93.33,15,93.33,93.33,15,15,,,,,,,,,,,,,,,,,3,⚠️ WEAK
MSTU,False,False,False,SingleStock_MSFT_Bull,True,True,False,False,2022284.627125,False,94.44,94.44,18,77.78,77.78,18,93.33,100.0,15,12,,,,,,,,,,,,,,,,,2,⚠️ WEAK
FIAT,False,False,False,MacroCurrency,True,True,False,False,27109.887264999998,False,65.22,58.82,17,50.0,50.0,12,50.0,50.0,10,10,,,,,,,,,,,,,,,,,2,⚠️ WEAK
GOOG,False,False,False,BigTech,False,True,False,False,31670852.183264993,True,64.86,52.38,21,45.45,33.33,3,0.0,0.0,0,0,2024-09-30,183.43,147.55,35.879999999999995,63.75,63.75,34.75440222428174,False,,,,,,,,,1,⚠️ WEAK
MSFT,True,False,False,BigTech,False,True,False,False,41991368.019370005,True,36.36,33.33,12,50.0,0.0,0,0.0,0.0,0,0,2025-06-30,496.59,343.61,152.97999999999996,14.870000000000005,14.870000000000005,2.9944219577518685,True,,,,,,,,,2,⚠️ WEAK
IBM,True,False,True,BigTech,False,True,False,False,6030973.587630001,True,24.24,31.25,16,20.0,0.0,0,0.0,0.0,0,0,2022-12-31,126.97,102.9,24.069999999999993,157.34,157.34,123.9190359927542,False,,,,,,,,,3,⚠️ WEAK
NVDA,True,False,False,BigTech,False,True,False,False,218568964.44214,True,84.0,76.92,26,86.67,100.0,11,100.0,100.0,3,1,2025-06-30,157.98,86.61,71.36999999999999,20.210000000000008,20.210000000000008,12.792758577035073,False,,,,,,,,,2,⚠️ WEAK
SPRX,False,False,False,InnovationETF,False,True,False,False,38367.925805,False,74.47,81.48,27,84.62,80.0,5,75.0,50.0,4,2,2025-06-30,29.6,16.31,13.290000000000003,8.86,8.86,29.932432432432428,False,,,,,,,,,1,⚠️ WEAK
NOC,True,False,False,AeroDefense,False,True,False,False,1440719.49203,False,27.27,18.75,16,0.0,0.0,0,0.0,0.0,0,0,2025-03-31,507.58,420.66,86.91999999999996,86.94,86.94,17.128334449741914,False,,,,,,,,,2,⚠️ WEAK
BA,False,False,True,AeroDefense,False,True,False,False,10603442.14882,True,56.82,50.0,24,50.0,55.56,9,100.0,0.0,1,0,2025-06-30,209.53,128.88,80.65,11.72999999999999,11.72999999999999,5.5982436882546605,False,,,,,,,,,2,⚠️ WEAK
LMT,True,False,False,AeroDefense,False,True,False,False,2213699.219245,False,37.14,41.18,17,25.0,0.0,0,0.0,0.0,0,0,2025-03-31,475.61,410.78,64.83000000000004,11.829999999999984,11.829999999999984,2.4873320577784286,True,,,,,,,,,2,⚠️ WEAK
RTX,True,False,False,AeroDefense,False,True,False,False,2656923.28655,False,40.74,50.0,10,40.0,0.0,1,0.0,0.0,0,0,2025-06-30,145.38,111.21,34.17,17.97,17.97,12.3607098638052,False,,,,,,,,,2,⚠️ WEAK
LHX,True,False,False,AeroDefense,False,True,False,False,1136939.76018,False,29.41,37.5,16,40.0,0.0,1,0.0,0.0,0,0,2025-03-31,207.36,190.25,17.110000000000014,86.19999999999999,86.19999999999999,41.57021604938271,False,,,,,,,,,2,⚠️ WEAK
HEI,False,False,False,AeroDefense,False,True,True,False,366464.44670000003,False,47.37,42.86,7,50.0,0.0,0,0.0,0.0,0,0,2025-03-31,267.09,216.6,50.48999999999998,53.22000000000003,53.22000000000003,19.925867685049994,False,,,,,,,,,2,⚠️ WEAK
HXL,False,False,True,AeroDefense,False,True,False,False,277311.241785,False,48.94,45.83,24,44.44,0.0,4,100.0,0.0,1,0,2022-12-31,57.37,48.65,8.719999999999999,6.0,6.0,10.458427749694962,False,2023-09-30,63.84,77.36,13.519999999999996,-0.47000000000000597,0.47000000000000597,0.7362155388471271,True,2,⚠️ WEAK
ESLT,False,False,False,AeroDefense,False,True,True,False,149821.71881499997,False,48.84,47.06,17,66.67,0.0,0,0.0,0.0,0,0,2023-12-31,210.61,181.11,29.5,282.96,282.96,134.35259484354967,False,,,,,,,,,2,⚠️ WEAK
AVAV,True,False,False,AeroDefense,False,True,False,False,1348708.0157849998,False,65.22,72.73,33,80.95,75.0,12,75.0,50.0,8,4,2025-06-30,284.95,102.25,182.7,16.25,16.25,5.702754869275312,False,,,,,,,,,2,⚠️ WEAK
KTOS,True,False,False,AeroDefense,False,True,False,True,1560714.723095,False,76.0,66.67,24,61.54,66.67,3,100.0,100.0,2,1,2022-12-31,10.32,8.905,1.415000000000001,75.96000000000001,75.96000000000001,736.0465116279071,False,,,,,,,,,3,⚠️ WEAK
PSN,True,False,False,AeroDefense,False,True,False,False,463208.74131000007,False,54.55,53.33,15,60.0,66.67,6,66.67,66.67,3,3,,,,,,,,,2024-12-31,92.25,114.68,22.430000000000007,-10.790000000000006,10.790000000000006,11.696476964769655,False,2,⚠️ WEAK
ERJ,True,False,False,AeroDefense,False,True,False,False,514428.6098300001,False,66.04,74.07,27,80.0,100.0,4,100.0,0.0,2,0,2023-12-31,18.43,12.47,5.959999999999999,42.18,42.18,228.86597938144328,False,,,,,,,,,2,⚠️ WEAK
BKSY,False,False,False,SpaceTech,False,True,False,False,245356.93240999998,False,88.71,89.66,58,84.62,83.72,43,82.86,84.38,35,32,2023-12-31,11.2,8.32,2.879999999999999,8.510000000000002,8.510000000000002,75.98214285714288,False,,,,,,,,,2,⚠️ WEAK
PL,True,False,False,SpaceTech,False,True,False,True,1258448.272095,False,83.08,80.33,61,81.13,82.5,40,81.82,88.46,33,26,2025-06-30,6.1,2.79,3.3099999999999996,6.1,6.1,100.0,False,,,,,,,,,4,⚠️ WEAK
SATL,False,False,False,SpaceTech,False,True,False,False,60404.52235500001,False,81.82,78.69,61,75.0,83.33,42,75.68,86.67,37,30,2023-12-31,1.75,0.6901,1.0598999999999998,1.6,1.6,91.42857142857143,False,,,,,,,,,2,⚠️ WEAK
SPIR,True,False,False,SpaceTech,False,True,False,False,31047.408864999998,False,88.71,81.82,55,78.72,80.56,36,65.38,76.19,26,21,2024-09-30,10.84,6.26,4.58,0.33000000000000007,0.33000000000000007,3.0442804428044288,False,,,,,,,,,3,⚠️ WEAK
RDW,True,False,False,SpaceTech,False,True,False,False,400267.89356000006,False,93.22,92.59,54,91.11,84.21,38,89.66,91.3,29,23,2023-12-31,2.94,2.35,0.5899999999999999,5.890000000000001,5.890000000000001,200.34013605442178,False,,,,,,,,,3,⚠️ WEAK
SATS,False,False,False,SatCom,False,True,True,True,3102592.7632099995,True,78.33,76.92,52,77.5,70.37,27,73.68,75.0,19,12,2025-06-30,27.7,14.9,12.799999999999999,45.75,45.75,165.1624548736462,False,,,,,,,,,4,⚠️ WEAK
IRDM,True,True,False,SatCom,True,True,False,False,457494.44229999994,False,51.72,53.85,39,56.0,47.06,17,40.0,40.0,10,5,,,,,,,,,2024-12-31,28.49,35.03,6.540000000000003,-10.84,10.84,38.04843804843805,False,4,⚠️ WEAK
SIRI,False,True,False,SatCom,True,True,False,False,444824.04802,False,65.0,60.87,46,58.82,61.54,26,68.42,50.0,19,10,2025-06-30,22.68,18.22,4.460000000000001,0.019999999999999574,0.019999999999999574,0.08818342151675297,True,2023-09-30,43.04,75.66,32.62,-20.34,20.34,47.25836431226766,False,3,⚠️ WEAK
GSAT,False,False,False,SatCom,False,True,False,True,310596.87934,False,80.65,81.03,58,80.0,78.38,37,77.78,77.27,27,22,2024-12-31,31.0498,14.9999,16.0499,3.1401999999999965,3.1401999999999965,10.113430682323225,False,,,,,,,,,3,⚠️ WEAK
VSAT,False,False,False,SatCom,False,True,True,False,686686.448565,False,84.48,82.35,51,86.05,82.86,35,81.48,72.22,27,18,2023-12-31,27.95,15.01,12.94,0.9800000000000004,0.9800000000000004,3.506261180679787,False,2022-12-31,31.65,44.77,13.120000000000005,-2.719999999999999,2.719999999999999,8.593996840442335,False,3,⚠️ WEAK
ACAD,False,False,False,Unknown,False,True,False,False,304643.73452500004,False,63.46,61.54,39,55.56,58.82,17,33.33,50.0,6,6,2024-06-30,18.56,14.55,4.009999999999998,2.490000000000002,2.490000000000002,13.41594827586208,False,,,,,,,,,1,⚠️ WEAK
ACEL,True,False,False,Unknown,False,True,True,False,14487.9044,False,60.78,58.62,29,53.85,25.0,4,100.0,0.0,1,0,2023-12-31,10.92,9.64,1.2799999999999994,0.4499999999999993,0.4499999999999993,4.120879120879114,False,,,,,,,,,3,⚠️ WEAK
ACIW,False,False,False,Unknown,False,True,False,False,214474.794715,False,60.0,56.0,25,50.0,50.0,2,0.0,0.0,0,0,2023-12-31,30.6,19.56,11.040000000000003,21.659999999999997,21.659999999999997,70.78431372549018,False,,,,,,,,,1,⚠️ WEAK
ADBE,True,False,False,Software,True,True,False,False,9471189.70644,True,53.85,46.67,30,46.67,50.0,8,100.0,0.0,2,0,,,,,,,,,2024-03-31,504.6,638.25,133.64999999999998,-144.23000000000002,144.23000000000002,28.583036068172813,False,3,⚠️ WEAK
ADMA,False,False,False,Unknown,False,True,False,False,348876.54981,False,70.37,63.16,38,59.26,53.33,15,0.0,0.0,3,0,2023-12-31,4.52,3.06,1.4599999999999995,11.09,11.09,245.35398230088498,False,2024-12-31,17.15,23.64,6.490000000000002,-1.5399999999999991,1.5399999999999991,8.97959183673469,False,1,⚠️ WEAK
ADP,True,False,False,ITServices,False,True,False,False,1836056.2943099998,False,22.58,37.5,8,50.0,0.0,0,0.0,0.0,0,0,2024-09-30,271.07,225.4,45.66999999999999,20.470000000000027,20.470000000000027,7.5515549489061975,False,2025-06-30,301.93,326.59,24.659999999999968,-10.389999999999986,10.389999999999986,3.4411949789686305,False,2,⚠️ WEAK
ADT,False,False,False,Industrials,False,True,False,False,604954.74255,False,61.54,62.07,29,50.0,33.33,3,50.0,100.0,2,1,2023-06-30,6.77,4.57,2.1999999999999993,2.040000000000001,2.040000000000001,30.132939438700163,False,,,,,,,,,1,⚠️ WEAK
AIZ,True,False,False,Unknown,False,True,False,False,258824.76086999997,False,42.11,30.77,13,28.57,33.33,3,0.0,0.0,0,0,2025-06-30,208.64,173.64,35.0,6.980000000000018,6.980000000000018,3.3454754601227084,False,,,,,,,,,2,⚠️ WEAK
ALKS,False,False,False,Biotech,False,True,False,False,374566.247315,False,62.26,57.69,26,38.46,33.33,6,50.0,0.0,2,0,2023-12-31,27.74,20.46,7.279999999999998,0.15000000000000213,0.15000000000000213,0.5407354001442038,True,2025-03-31,29.1,36.45,7.350000000000001,-1.2100000000000009,1.2100000000000009,4.158075601374573,False,1,⚠️ WEAK
ALL,True,False,False,Unknown,False,True,False,False,1173536.8287149998,False,46.34,40.0,10,33.33,100.0,2,0.0,0.0,0,0,2025-03-31,205.06,173.88,31.180000000000007,7.699999999999989,7.699999999999989,3.7549985370135515,False,,,,,,,,,2,⚠️ WEAK
ALRM,False,False,True,Unknown,False,True,False,False,101150.14666,False,46.94,53.33,30,57.14,50.0,6,100.0,0.0,3,0,2023-06-30,51.68,44.92,6.759999999999998,1.0399999999999991,1.0399999999999991,2.012383900928791,True,2024-03-31,64.02,77.3,13.280000000000001,-11.299999999999997,11.299999999999997,17.650734145579502,False,2,⚠️ WEAK
AMAT,True,False,False,Unknown,False,True,False,False,7020770.420119999,True,69.64,61.29,31,68.75,44.44,9,66.67,100.0,3,1,2025-06-30,182.55,123.03,59.52000000000001,21.369999999999976,21.369999999999976,11.70638181320185,False,,,,,,,,,2,⚠️ WEAK
ANIK,True,False,False,Unknown,True,True,True,False,5056.23839,False,53.57,48.57,35,52.17,41.18,17,46.67,25.0,15,8,,,,,,,,,2022-12-31,23.99,32.51,8.52,-14.969999999999999,14.969999999999999,62.40100041684035,False,4,⚠️ WEAK
ANIP,False,False,False,Unknown,False,True,True,False,144126.208115,False,65.31,66.67,27,54.55,75.0,4,100.0,0.0,1,0,2024-12-31,59.68,52.5,7.18,33.37,33.37,55.914879356568356,False,,,,,,,,,2,⚠️ WEAK
AORT,False,False,False,Unknown,False,True,False,False,78548.17628,False,68.75,63.64,22,72.73,50.0,6,33.33,0.0,3,0,2025-06-30,31.1,21.97,9.130000000000003,9.96,9.96,32.02572347266881,False,,,,,,,,,1,⚠️ WEAK
APPN,False,False,False,Unknown,True,True,True,False,130520.725905,False,77.19,76.47,51,77.78,80.95,21,71.43,50.0,7,4,2025-06-30,29.86,24.0,5.859999999999999,1.120000000000001,1.120000000000001,3.7508372404554624,False,2022-12-31,32.56,51.07,18.509999999999998,-1.5800000000000018,1.5800000000000018,4.852579852579858,False,4,⚠️ WEAK
APTV,False,False,False,Industrials,False,True,False,False,937341.765195,False,54.72,51.35,37,57.89,60.0,10,75.0,0.0,4,0,2024-12-31,71.72,51.47,20.25,14.5,14.5,20.217512548800894,False,2023-03-31,94.81,124.88,30.069999999999993,-8.590000000000003,8.590000000000003,9.060225714587073,False,1,⚠️ WEAK
ASTE,False,False,False,Unknown,False,True,False,False,34229.910755000004,False,59.62,61.11,36,55.0,45.45,11,28.57,25.0,7,4,2023-12-31,45.71,28.16,17.55,2.009999999999998,2.009999999999998,4.397287245679278,False,,,,,,,,,1,⚠️ WEAK
ATLC,False,False,False,Unknown,False,True,False,False,19489.64855,False,78.57,75.61,41,80.65,70.59,17,71.43,80.0,7,5,2025-06-30,54.75,41.37,13.380000000000003,8.630000000000003,8.630000000000003,15.762557077625575,False,,,,,,,,,1,⚠️ WEAK
AUPH,False,False,False,Unknown,False,True,False,False,125097.082445,False,80.0,75.0,36,66.67,72.22,18,63.64,33.33,11,6,2025-03-31,9.05,6.55,2.500000000000001,4.09,4.09,45.19337016574585,False,,,,,,,,,1,⚠️ WEAK
AVAH,False,False,False,Unknown,False,True,True,False,61449.20308000001,False,78.57,80.0,50,78.05,85.19,27,82.35,81.82,17,11,2025-03-31,5.42,3.67,1.75,3.33,3.33,61.43911439114391,False,,,,,,,,,3,⚠️ WEAK
AVNS,False,False,False,Unknown,True,True,True,False,34612.640999999996,False,60.0,60.61,33,60.0,61.54,13,60.0,0.0,5,0,,,,,,,,,2024-09-30,20.06,25.36,5.300000000000001,-8.29,8.29,41.326021934197406,False,3,⚠️ WEAK
BBY,False,False,False,Unknown,False,True,True,False,1178811.491065,False,51.02,48.15,27,66.67,33.33,3,50.0,50.0,2,2,2023-06-30,73.64,60.76,12.880000000000003,2.510000000000005,2.510000000000005,3.4084736556219513,False,2024-09-30,79.45,98.44,18.989999999999995,-3.299999999999997,3.299999999999997,4.153555695405911,False,2,⚠️ WEAK
BCO,False,False,False,Unknown,False,True,True,False,126513.501045,False,45.45,45.0,20,60.0,100.0,1,0.0,0.0,0,0,2025-06-30,89.04,79.75,9.290000000000006,27.959999999999994,27.959999999999994,31.401617250673848,False,,,,,,,,,2,⚠️ WEAK
BDC,False,False,False,Unknown,False,True,False,False,122601.19377000001,False,63.04,63.64,22,88.89,100.0,5,100.0,100.0,4,3,2025-06-30,115.76,83.11,32.650000000000006,8.349999999999994,8.349999999999994,7.213199723565994,False,,,,,,,,,1,⚠️ WEAK
BH,True,False,False,Unknown,False,True,False,False,308893.62805,False,52.08,58.62,29,60.0,100.0,2,0.0,0.0,0,0,2025-06-30,292.21,195.05,97.15999999999997,35.0,35.0,11.97768727969611,False,,,,,,,,,2,⚠️ WEAK
BK,True,False,False,Banks,False,True,False,False,1330168.33795,False,56.52,45.45,11,60.0,0.0,0,0.0,0.0,0,0,2025-06-30,90.63,69.65,20.97999999999999,18.900000000000006,18.900000000000006,20.854021847070513,False,,,,,,,,,2,⚠️ WEAK
BKE,False,False,False,Unknown,False,True,True,False,113587.466475,False,54.35,40.91,22,45.45,33.33,6,100.0,0.0,1,0,2025-06-30,45.02,32.55,12.470000000000006,14.769999999999996,14.769999999999996,32.807641048422916,False,,,,,,,,,2,⚠️ WEAK
BKNG,True,False,False,ConsumerDiscretionary,False,True,True,False,1614850.948845,False,58.33,50.0,14,100.0,0.0,0,0.0,0.0,0,0,2024-09-30,4182.12,3150.05,1032.0699999999997,1365.88,1365.88,32.65999062676347,False,,,,,,,,,3,⚠️ WEAK
BLX,False,False,False,Banks,False,True,True,False,31796.000224999996,False,51.85,61.54,13,100.0,100.0,1,0.0,0.0,0,0,2025-06-30,39.75,30.24,9.510000000000002,6.950000000000003,6.950000000000003,17.484276729559756,False,,,,,,,,,2,⚠️ WEAK
BMBL,False,False,False,Unknown,True,True,False,False,146405.816035,False,73.44,70.59,51,71.43,59.26,27,66.67,63.64,18,11,,,,,,,,,2023-09-30,14.92,21.06,6.139999999999999,-8.64,8.64,57.9088471849866,False,3,⚠️ WEAK
BPOP,False,False,False,Unknown,False,True,False,False,261853.618805,False,59.52,57.14,21,50.0,50.0,4,50.0,0.0,2,0,2025-06-30,109.55,77.23,32.31999999999999,18.489999999999995,18.489999999999995,16.87813783660429,False,,,,,,,,,1,⚠️ WEAK
BR,False,True,False,Unknown,False,True,False,False,518717.246345,False,37.04,62.5,8,0.0,0.0,0,0.0,0.0,0,0,2024-06-30,199.52,183.93,15.590000000000003,36.47999999999999,36.47999999999999,18.28388131515637,False,,,,,,,,,2,⚠️ WEAK
BSET,False,False,False,Unknown,False,True,False,False,1450.313965,False,54.72,50.0,30,42.86,33.33,6,0.0,0.0,2,0,2023-06-30,15.68,11.88,3.799999999999999,0.120000000000001,0.120000000000001,0.765306122448986,True,,,,,,,,,1,⚠️ WEAK
BTMD,False,True,False,Unknown,True,True,False,False,3117.52165,False,84.38,83.02,53,81.4,80.65,31,70.0,71.43,20,14,,,,,,,,,2023-09-30,5.12,8.22,3.1000000000000005,-2.13,2.13,41.60156249999999,False,4,⚠️ WEAK
BVS,False,False,True,Unknown,False,True,False,False,10801.405875,False,86.67,84.78,46,82.05,84.62,26,85.0,94.12,20,17,2024-06-30,5.75,3.9,1.85,0.9100000000000001,0.9100000000000001,15.826086956521742,False,2024-12-31,10.5,14.38,3.880000000000001,-3.84,3.84,36.57142857142857,False,2,⚠️ WEAK
BWA,False,False,False,Industrials,False,True,True,False,483795.24134,False,46.94,53.85,26,50.0,100.0,1,0.0,0.0,0,0,2024-09-30,35.78,30.53,5.25,8.259999999999998,8.259999999999998,23.085522638345438,False,,,,,,,,,2,⚠️ WEAK
BY,False,False,False,Unknown,False,True,False,False,22196.587154999997,False,48.94,45.83,24,66.67,40.0,5,0.0,0.0,1,0,2025-06-30,26.63,22.46,4.169999999999998,1.7200000000000024,1.7200000000000024,6.458880961321826,False,,,,,,,,,1,⚠️ WEAK
BYD,True,False,False,ConsumerDiscretionary,False,True,True,False,290311.792535,False,48.65,47.37,19,37.5,60.0,5,0.0,0.0,0,0,2025-06-30,78.06,58.67,19.39,7.8799999999999955,7.8799999999999955,10.094798872662048,False,,,,,,,,,3,⚠️ WEAK
C,True,False,False,Unknown,False,True,False,False,7991785.882024999,True,50.0,65.0,20,66.67,66.67,3,0.0,100.0,1,1,2025-06-30,84.56,54.71,29.85,18.86,18.86,22.303689687795647,False,,,,,,,,,2,⚠️ WEAK
CASH,False,False,False,Unknown,False,True,True,False,46406.000465000005,False,54.0,40.91,22,33.33,0.0,2,0.0,0.0,0,0,2023-12-31,52.65,41.53,11.119999999999997,23.390000000000008,23.390000000000008,44.425451092117775,False,,,,,,,,,2,⚠️ WEAK
CASS,False,False,False,Unknown,False,True,False,False,6991.440595,False,45.65,50.0,24,50.0,50.0,2,0.0,0.0,1,0,2023-06-30,40.35,32.65,7.700000000000003,0.03999999999999915,0.03999999999999915,0.09913258983890742,True,2024-03-31,42.54,47.86,5.32,-2.1499999999999986,2.1499999999999986,5.054066760695813,False,1,⚠️ WEAK
CBL,False,False,False,REITETF,False,True,False,False,15564.216915,False,48.94,73.33,15,50.0,66.67,3,0.0,0.0,1,0,2025-06-30,25.75,20.47,5.280000000000001,4.539999999999999,4.539999999999999,17.631067961165044,False,,,,,,,,,1,⚠️ WEAK
CCBG,False,False,False,Unknown,False,True,False,False,7697.415609999999,False,52.08,50.0,22,66.67,50.0,2,0.0,0.0,0,0,2025-06-30,39.11,31.98,7.129999999999999,3.509999999999998,3.509999999999998,8.974686780874453,False,,,,,,,,,1,⚠️ WEAK
